number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.9074034367185,12.516132817399416,13.298674056037584
8,2000,0.5,0,8,1,25.05097352103738,24.270023262638148,25.831923779436615
8,2000,0.75,1,7,2,35.45876745819587,34.60514683660273,36.31238807978902
8,2000,1.0,0,8,3,45.74722325057919,44.982434094739276,46.5120124064191
8,2000,1.25,0,8,4,56.221386977754904,54.32186263716569,58.12091131834412
8,2000,1.5,0,8,5,62.48033851736451,60.89541369428493,64.06526334044408
8,2000,1.75,0,8,6,67.04915290770919,65.78637939991589,68.31192641550248
8,2000,2.0,0,8,7,71.91473352917343,69.14239951739027,74.68706754095659
8,2000,2.25,0,8,8,75.53935864651045,72.61226803972762,78.46644925329328
8,2000,2.5,0,8,9,78.40728376395344,75.11727844371273,81.69728908419415
8,2000,2.75,0,8,10,81.40322632876472,78.03311479185838,84.77333786567105
8,2000,3.0,0,8,11,84.44615333347487,80.79445096130249,88.09785570564725
