number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,6.121995153587059,5.820304235805651,6.423686071368467
8,2000,0.5,0,8,1,12.411928145201339,11.548081128712141,13.275775161690536
8,2000,0.75,0,8,2,20.794204939865068,19.41829221064624,22.170117669083897
8,2000,1.0,0,8,3,25.237682155424537,23.996877049404088,26.478487261444986
8,2000,1.25,0,8,4,31.857510226620022,30.321660257297307,33.39336019594274
8,2000,1.5,0,8,5,37.73750404231856,35.10441169981343,40.37059638482369
8,2000,1.75,0,8,6,43.04361854506382,40.892480381504235,45.19475670862341
8,2000,2.0,0,8,7,48.24318085734465,44.80565421474177,51.68070749994752
8,2000,2.25,0,8,8,54.195327978446684,50.236725740666664,58.153930216226705
8,2000,2.5,1,7,9,63.26818071912167,58.82618734699879,67.71017409124455
8,2000,2.75,0,8,10,70.01278979548091,65.18899926095673,74.83658033000509
8,2000,3.0,0,8,11,74.6577582077045,69.38341785049388,79.93209856491512
