number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,1,7,0,12.008256030347887,11.811301489894982,12.205210570800793
8,2000,0.5,3,5,1,20.478340004679126,19.69944588160399,21.257234127754263
8,2000,0.75,4,4,2,25.466651309725176,24.442339857349968,26.490962762100384
8,2000,0.75,2,6,3,22.96419868247105,21.991891553136522,23.936505811805578
8,2000,1.0,2,6,4,27.172442390123447,25.962337872650608,28.382546907596286
8,2000,1.25,2,6,5,31.239842998513133,30.518098318988116,31.96158767803815
8,2000,1.5,1,7,6,29.925608854897085,29.177795573333334,30.673422136460836
8,2000,1.75,0,8,7,27.433796700311685,25.979187821856037,28.888405578767333
8,2000,2.0,0,8,8,30.626734292485853,28.86488987564567,32.38857870932604
8,2000,2.25,0,8,9,30.768930467466035,28.96574318367924,32.57211775125283
8,2000,2.5,0,8,10,35.38685867493214,33.101772497443136,37.67194485242115
8,2000,2.75,0,8,11,35.78166402739783,33.442861398138334,38.12046665665733
8,2000,3.0,0,8,12,35.34392693329402,32.95982397794581,37.72802988864223
