number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.588246084170532,12.189359399127236,12.987132769213828
8,2000,0.5,0,8,1,23.127443063163838,22.731475357259797,23.52341076906788
8,2000,0.75,2,6,2,32.19415337588966,31.345457289283033,33.04284946249629
8,2000,1.0,1,7,3,36.156138493811056,34.740150706686784,37.57212628093533
8,2000,1.25,1,7,4,41.05230652188902,40.22662408440022,41.877988959377824
8,2000,1.5,0,8,5,42.90068066024833,41.07213906059729,44.729222259899366
8,2000,1.75,1,7,6,45.42493452036034,44.42052161941421,46.42934742130647
8,2000,2.0,0,8,7,47.87180253848448,45.74263733668655,50.00096774028241
8,2000,2.25,0,8,8,49.746444167689816,47.442087827642105,52.05080050773753
8,2000,2.5,0,8,9,49.86691553239676,47.482562921342414,52.25126814345111
8,2000,2.75,0,8,10,51.36669037483202,48.82923094896851,53.90414980069553
8,2000,3.0,0,8,11,52.53771605247509,49.78120031814651,55.29423178680367
