number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,3,5,0,0.6945046875000002,0.6036642160841038,0.7853451589158965
8,2000,0.25,0,8,1,0.7645218750000002,0.6228891830641039,0.9061545669358966
8,2000,0.5,7,1,2,1.269783601119252,1.019298574000304,1.5202686282382
8,2000,0.5,1,7,3,1.1893781250000006,0.9529500106890434,1.4258062393109578
8,2000,0.75,5,3,4,1.906050903884292,1.6418248488536942,2.17027695891489
8,2000,0.75,2,6,5,2.025379687500002,1.7522375636374128,2.298521811362591
8,2000,1.0,5,3,6,2.7714835391464265,2.4011911769784025,3.1417759013144506
8,2000,1.0,2,6,7,2.6617500000000036,1.9427387762910837,3.3807612237089235
8,2000,1.25,8,0,8,3.7137303565879995,2.755907743748677,4.671552969427322
8,2000,1.25,4,4,9,3.350311170568162,2.9150567427574483,3.7855655983788754
8,2000,1.25,0,8,10,3.3637500000000022,2.4825879268119597,4.244912073188044
8,2000,1.5,3,5,11,4.223923076521758,3.6652694777412442,4.782576675302272
8,2000,1.75,7,1,12,5.098051790013198,4.430810039047208,5.7652935409791874
8,2000,1.75,4,4,13,4.916197383480867,3.601796392532825,6.230598374428909
8,2000,1.75,0,8,14,5.925318749999994,4.47212911216384,7.378508387836149
8,2000,2.0,5,3,15,5.454565381981135,4.728237354047825,6.180893409914446
8,2000,2.0,2,6,16,5.236340614472778,4.250601572773435,6.22207965617212
8,2000,2.25,0,8,17,5.69204999999999,4.910657567015093,6.473442432984887
8,2000,2.5,2,6,18,6.557139414055587,5.658281035295357,7.455997792815817
8,2000,2.5,0,8,19,6.181987499999994,4.921356280184124,7.442618719815863
8,2000,2.75,4,4,20,8.024823913305807,6.982318331631104,9.06732949498051
8,2000,2.75,1,7,21,6.544687499999991,5.242172812959604,7.847202187040379
8,2000,3.0,6,2,22,8.101632279459343,7.014718652518209,9.188545906400478
8,2000,3.0,2,6,23,8.12528437499999,6.5736656784009035,9.676903071599078
8,2000,3.0,0,8,24,8.167696874999992,6.660152668069576,9.675241081930409
