number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,11.970954953484853,11.569419546098919,12.372490360870787
8,2000,0.5,0,8,1,24.145737065033817,23.572835589354654,24.71863854071298
8,2000,0.75,0,8,2,36.294400345168675,35.0503582577753,37.53844243256205
8,2000,1.0,0,8,3,46.359302547830076,44.806462584167804,47.91214251149235
8,2000,1.25,0,8,4,59.19139334253723,57.189266731451895,61.19351995362257
8,2000,1.5,0,8,5,72.57122628414156,70.13850854678054,75.00394402150258
8,2000,1.75,0,8,6,85.48395432590152,82.63435647521156,88.33355217659148
8,2000,2.0,0,8,7,93.42405277911051,90.14512192059755,96.70298363762348
8,2000,2.25,0,8,8,104.6971635181967,102.87759138069241,106.516735655701
8,2000,2.5,0,8,9,117.44717730792856,113.21211609913837,121.68223851671874
8,2000,2.75,0,8,10,120.70013109769012,117.49791076492745,123.90235143045278
8,2000,3.0,0,8,11,129.83028701748043,124.82935315226763,134.83122088269323
