number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.52997505910217,12.144725572610811,12.91522454559353
8,2000,0.5,0,8,1,24.35425318818111,23.585659624490752,25.12284675187147
8,2000,0.75,0,8,2,37.31751786302161,36.15844135547454,38.47659437056868
8,2000,1.0,0,8,3,48.92067478480476,47.36104615366463,50.48030341594489
8,2000,1.25,0,8,4,61.54568048578043,59.563336558413674,63.528024413147186
8,2000,1.5,0,8,5,72.82161343268828,70.52042134151341,75.12280552386315
8,2000,1.75,0,8,6,84.22713142661416,81.47907743644043,86.9751854167879
8,2000,2.0,0,8,7,96.013891766671,92.84425090531538,99.18353262802661
8,2000,2.25,0,8,8,103.54682312413843,100.03236290376988,107.06128334450698
8,2000,2.5,0,8,9,113.08911984274519,109.0841685179764,117.09407116751399
8,2000,2.75,0,8,10,117.56513591943605,115.39539627187473,119.73487556699736
8,2000,3.0,0,8,11,119.79926288863156,115.0420096421922,124.55651613507092
