number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.486814584509156,12.08537024515645,12.888258923861862
8,2000,0.5,2,6,1,23.38186593442065,22.991290782946354,23.772441085894943
8,2000,0.75,1,7,2,31.982150998503048,30.818740783608284,33.14556121339781
8,2000,1.0,1,7,3,38.19146983628893,37.456116582571966,38.9268230900059
8,2000,1.25,1,7,4,42.857894595081,41.67112570217696,44.04466348798504
8,2000,1.5,1,7,5,46.69671356787243,45.32956657559117,48.063860560153685
8,2000,1.75,0,8,6,47.40698138903072,45.34658401003506,49.46737876802638
8,2000,2.0,0,8,7,50.688799653903715,48.38793587392067,52.98966343388676
8,2000,2.25,0,8,8,52.54307199215234,50.833730705600736,54.25241327870395
8,2000,2.5,0,8,9,53.77047182267788,51.259496950279626,56.28144669507613
8,2000,2.75,0,8,10,56.953800170951446,54.26184771260361,59.64575262929928
8,2000,3.0,0,8,11,56.588532683461025,53.837294335385494,59.33977103153656
