number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.422074352043099,12.02671696246732,12.817431741618877
8,2000,0.5,0,8,1,24.687632526490074,23.880809616675336,25.49445543630481
8,2000,0.75,0,8,2,36.71384103945844,35.490546553733445,37.93713552518343
8,2000,1.0,0,8,3,49.82493006701088,48.24702173127883,51.40283840274294
8,2000,1.25,0,8,4,60.25001917529997,58.25931515491577,62.24072319568417
8,2000,1.5,0,8,5,73.75454720047487,71.32613000107904,76.18296439987071
8,2000,1.75,0,8,6,83.70849917786217,80.87414715310676,86.54285120261757
8,2000,2.0,0,8,7,94.39600748259829,91.12461352166459,97.667401443532
8,2000,2.25,0,8,8,105.17491328761533,101.5489291133083,108.80089746192235
8,2000,2.5,0,8,9,111.43197981346762,107.45433996236162,115.40961966457363
8,2000,2.75,0,8,10,121.16385547722018,116.66424679128805,125.66346416315231
8,2000,3.0,0,8,11,124.50422003021642,119.69201171353487,129.31642834689796
