number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.904056442567096,12.507640549610787,13.300472335523406
8,2000,0.5,0,8,1,24.480884075645903,23.692636305696237,25.26913184559557
8,2000,0.75,0,8,2,33.20028479180732,32.61787466790357,33.78269491571107
8,2000,1.0,0,8,3,40.7268351782759,39.18916541238813,42.26450494416367
8,2000,1.25,1,7,4,47.53976906311216,46.25841673460029,48.82112139162403
8,2000,1.5,1,7,5,51.655262928184335,50.63408398501665,52.67644187135202
8,2000,1.75,1,7,6,54.537854390728754,53.432779642199414,55.642929139258094
8,2000,2.0,0,8,7,56.46451940512721,54.050872973072686,58.87816583718174
8,2000,2.25,0,8,8,58.50709456111727,55.898683839885756,61.115505282348785
8,2000,2.5,0,8,9,61.72734548528043,58.95665759787178,64.49803337268908
8,2000,2.75,0,8,10,60.67606153051722,57.89381445031126,63.45830861072317
8,2000,3.0,0,8,11,63.90290649688938,60.942795457589995,66.86301753618876
