number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,4,4,0,1.8028392850025212,1.5215057461279466,2.084172823877096
8,2000,0.25,1,7,1,1.7437506630970416,1.6031638405802333,1.88433748561385
8,2000,0.5,0,8,2,3.0191000000000003,2.507745867745295,3.5304541322547056
8,2000,0.75,0,8,3,5.217836912341668,4.376624447779228,6.059049376904108
8,2000,1.0,0,8,4,6.7721500000000034,5.967137443065372,7.577162556934635
8,2000,1.25,0,8,5,8.512175000000008,7.8130430859339945,9.211306914066022
8,2000,1.5,6,2,6,9.888256021434508,9.068326738906297,10.708185303962718
8,2000,1.5,4,4,7,10.435108585674016,9.591234456612606,11.278982714735426
8,2000,1.5,1,7,8,10.057950000000014,8.880943089889119,11.23495691011091
8,2000,1.75,0,8,9,12.553800000000022,10.529115170603378,14.578484829396666
8,2000,2.0,2,6,10,13.798912609819045,12.198626557870583,15.399198661767507
8,2000,2.25,0,8,11,14.91105000000003,13.198741351455448,16.623358648544613
8,2000,2.5,7,1,12,16.24046988581618,13.561129408581312,18.919810363051045
8,2000,2.5,0,8,13,14.99785000000003,13.206745132625969,16.78895486737409
8,2000,2.75,0,8,14,18.656954456147545,17.143442420493503,20.170466491801587
8,2000,3.0,6,2,15,22.2114153285054,18.740820788782344,25.682009868228455
8,2000,3.0,0,8,16,19.098063710181183,15.913421205534972,22.282706214827396
