number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,9.85474532029642,9.418708220609032,10.290782419983808
8,2000,0.5,0,8,1,20.181009471265202,19.284021900838013,21.07799704169239
8,2000,0.75,0,8,2,30.2091263718937,28.855287960781794,31.562964783005604
8,2000,1.0,0,8,3,38.30800559678464,36.582251789105406,40.03375940446387
8,2000,1.25,0,8,4,48.18699893860743,46.63693779823407,49.73706007898079
8,2000,1.5,0,8,5,60.96097896007402,59.04314773545665,62.878810184691396
8,2000,1.75,0,8,6,66.47320183520304,63.45568177163098,69.4907218987751
8,2000,2.0,0,8,7,79.92392544602,76.32016415895552,83.52768673308447
8,2000,2.25,0,8,8,90.67586876862431,86.60727904306356,94.74445849418507
8,2000,2.5,0,8,9,92.48695842269143,88.07992051695275,96.8939963284301
8,2000,2.75,0,8,10,105.40548527742048,100.39698775381608,110.41398280102489
8,2000,3.0,0,8,11,108.96763241614715,103.71444883100907,114.22081600128524
