number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,11.120706937093832,10.683342429876175,11.558071444311489
8,2000,0.5,0,8,1,22.188586499467874,21.328898336922418,23.04827466201333
8,2000,0.75,0,8,2,32.625443491124216,31.311755409726707,33.939131572521724
8,2000,1.0,0,8,3,44.510663357112804,42.73427363222165,46.28705308200396
8,2000,1.25,0,8,4,53.04666855650976,50.86773698140377,55.22560013161574
8,2000,1.5,0,8,5,61.32229834907386,58.753588056842446,63.89100864130528
8,2000,1.75,0,8,6,74.52639901522552,71.51498393896038,77.53781409149066
8,2000,2.0,0,8,7,87.30764655230409,83.84509766614399,90.7701954384642
8,2000,2.25,0,8,8,91.47436382689222,87.6654200209306,95.28330763285383
8,2000,2.5,0,8,9,102.24844019869514,97.95752984632766,106.53935055106261
8,2000,2.75,0,8,10,109.73863868452055,105.02092245996796,114.45635490907314
8,2000,3.0,0,8,11,116.26153536610819,111.0721033945438,121.45096733767258
