number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,8,0,0,0.12709999999999996,0.06652567173268115,0.18767432826731878
8,2000,0.25,5,3,1,0.15365525192018104,0.10792328940253088,0.1993872144378312
8,2000,0.25,0,8,2,0.13639999999999997,0.07598364372331147,0.19681635627668848
8,2000,0.5,6,2,3,0.25575,0.17496558518703964,0.3365344148129603
8,2000,0.5,1,7,4,0.3720000000000004,0.16645474473610336,0.5775452552638974
8,2000,0.75,7,1,5,0.4142374999999998,0.29002556251567124,0.5384494374843284
8,2000,0.75,5,3,6,0.4506624999999999,0.26493090184518786,0.636394098154812
8,2000,0.75,3,5,7,0.38517500000000043,0.14748155671419313,0.6228684432858077
8,2000,0.75,0,8,8,0.4316750000000003,0.18673552729949272,0.6766144727005079
8,2000,1.0,8,0,9,0.43225624999999973,0.27784148465807146,0.586671015341928
8,2000,1.0,3,5,10,0.6686312499999997,0.48105566407326167,0.8562068359267376
8,2000,1.0,0,8,11,0.43748749999999975,0.2330119821104534,0.6419630178895461
8,2000,1.25,8,0,12,0.7343124999999998,0.5138666166642573,0.9547583833357424
8,2000,1.25,6,2,13,0.7891437499999996,0.5571029050691285,1.0211845949308707
8,2000,1.25,3,5,14,0.8153000000000001,0.39199897440867015,1.23860102559133
8,2000,1.25,0,8,15,1.0710500000000003,0.52078195868358,1.6213180413164205
8,2000,1.5,7,1,16,0.9998312780723931,0.7099784447124923,1.289684111432294
8,2000,1.5,4,4,17,0.9989750000000001,0.4457436051052165,1.5522063948947835
8,2000,1.75,4,4,18,1.2392250000000014,0.5559483919234955,1.9225016080765072
8,2000,1.75,0,8,19,1.3299000000000003,0.6417162716821407,2.01808372831786
8,2000,2.0,8,0,20,1.4996250000000027,0.6504273689760007,2.348822631024005
8,2000,2.0,5,3,21,0.9365875000000008,0.6250008550464642,1.2481741449535373
8,2000,2.0,2,6,22,0.9276750000000004,0.6240820142451049,1.2312679857548958
8,2000,2.0,0,8,23,0.7765500000000003,0.24346708117226767,1.309632918827733
8,2000,2.25,7,1,24,0.9540250000000009,0.5195753884183139,1.388474611581688
8,2000,2.25,5,3,25,1.444018750000002,1.0274805021116367,1.8605569978883671
8,2000,2.25,0,8,26,1.0710500000000014,0.38915665778291175,1.752943342217091
8,2000,2.5,7,1,27,1.8809250000000042,0.8748755517735074,2.8869744482265007
8,2000,2.5,1,7,28,1.2646062500000022,0.8554358356979788,1.6737766643020255
8,2000,2.75,2,6,29,1.1444812500000023,0.740637540567098,1.5483249594329067
8,2000,3.0,7,1,30,1.6259500000000042,0.8621240922288896,2.389775907771119
8,2000,3.0,3,5,31,1.5490312500000036,1.0646957242471378,2.0333667757528695
8,2000,3.0,0,8,32,1.5252000000000046,0.48419839209792337,2.5662016079020855
