number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.80419659156124,12.407559021880852,13.200834161241628
8,2000,0.5,1,7,1,24.63339138464964,24.232618921636902,25.03416384766238
8,2000,0.75,0,8,2,34.10340301139679,33.518245674546414,34.68856034824717
8,2000,1.0,0,8,3,43.79152156410509,42.701873473455095,44.881169654755084
8,2000,1.25,1,7,4,51.443061017164275,49.564483814247865,53.321638220080686
8,2000,1.5,2,6,5,56.12324494814648,54.04169680345198,58.20479309284098
8,2000,1.5,0,8,6,54.12011880383223,52.653810882539,55.586426725125456
8,2000,1.75,0,8,7,58.69999082972673,57.54416377293144,59.85581788652202
8,2000,2.0,0,8,8,63.814454623420225,61.21248764920853,66.41642159763191
8,2000,2.25,0,8,9,63.8201907077175,61.13085693186711,66.50952448356789
8,2000,2.5,0,8,10,66.14718906420825,63.27263404245546,69.02174408596105
8,2000,2.75,0,8,11,68.69320728044225,65.62905947240559,71.75735508847892
8,2000,3.0,0,8,12,70.44774815557524,67.31107474313905,73.58442156801144
