number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.70660512056771,12.31395100435179,13.099259236783631
8,2000,0.5,0,8,1,25.337930044303008,24.54445624986791,26.131403838738105
8,2000,0.75,0,8,2,36.94262224261111,35.76700594397561,38.118238541246605
8,2000,1.0,0,8,3,49.719498406357,48.18944616459655,51.24955064811744
8,2000,1.25,0,8,4,62.93388738752813,60.96067728757678,64.90709748747949
8,2000,1.5,0,8,5,73.74075564800287,71.3759482040856,76.10556309192015
8,2000,1.75,0,8,6,83.77443342441613,81.08838895159097,86.46047789724129
8,2000,2.0,0,8,7,92.32860845303406,89.27716884311155,95.38004806295658
8,2000,2.25,0,8,8,104.06547837324568,101.602066272623,106.52889047386836
8,2000,2.5,0,8,9,116.05856286442598,113.22921522575297,118.887910503099
8,2000,2.75,0,8,10,117.97913453699778,113.6577179980923,122.30055107590326
8,2000,3.0,0,8,11,125.72993283251398,120.9034393070386,130.55642635798935
