WE,WF,impressions,demand_factor,direction_400,direction_800
11,0,2000,0.25,f,f
10,1,2000,0.25,f,f
9,2,2000,0.25,f,f
8,3,2000,0.25,f,f
7,4,2000,0.25,f,f
6,5,2000,0.25,f,s
5,6,2000,0.25,s,b
4,7,2000,0.25,b,b
3,8,2000,0.25,b,b
2,9,2000,0.25,b,b
1,10,2000,0.25,b,b
0,11,2000,0.25,b,b
11,0,2000,0.5,f,f
10,1,2000,0.5,f,f
9,2,2000,0.5,f,f
8,3,2000,0.5,f,f
7,4,2000,0.5,f,f
6,5,2000,0.5,f,f
5,6,2000,0.5,f,f
4,7,2000,0.5,s,s
3,8,2000,0.5,b,b
2,9,2000,0.5,b,b
1,10,2000,0.5,b,b
0,11,2000,0.5,b,b
11,0,2000,0.75,f,f
10,1,2000,0.75,f,f
9,2,2000,0.75,f,f
8,3,2000,0.75,f,f
7,4,2000,0.75,f,f
6,5,2000,0.75,f,f
5,6,2000,0.75,f,f
4,7,2000,0.75,s,s
3,8,2000,0.75,b,b
2,9,2000,0.75,b,b
1,10,2000,0.75,b,b
0,11,2000,0.75,b,b
11,0,2000,1.0,f,f
10,1,2000,1.0,f,f
9,2,2000,1.0,f,f
8,3,2000,1.0,f,f
7,4,2000,1.0,f,f
6,5,2000,1.0,f,f
5,6,2000,1.0,f,f
4,7,2000,1.0,f,s
3,8,2000,1.0,s,b
2,9,2000,1.0,b,b
1,10,2000,1.0,b,b
0,11,2000,1.0,b,b
11,0,2000,1.25,f,f
10,1,2000,1.25,f,f
9,2,2000,1.25,f,f
8,3,2000,1.25,f,f
7,4,2000,1.25,f,f
6,5,2000,1.25,f,f
5,6,2000,1.25,f,f
4,7,2000,1.25,s,f
3,8,2000,1.25,b,s
2,9,2000,1.25,b,b
1,10,2000,1.25,b,b
0,11,2000,1.25,b,b
11,0,2000,1.5,f,f
10,1,2000,1.5,f,f
9,2,2000,1.5,f,f
8,3,2000,1.5,f,f
7,4,2000,1.5,f,f
6,5,2000,1.5,f,f
5,6,2000,1.5,f,f
4,7,2000,1.5,f,f
3,8,2000,1.5,f,f
2,9,2000,1.5,s,s
1,10,2000,1.5,b,b
0,11,2000,1.5,b,b
11,0,2000,1.75,f,f
10,1,2000,1.75,f,f
9,2,2000,1.75,f,f
8,3,2000,1.75,f,f
7,4,2000,1.75,f,f
6,5,2000,1.75,f,f
5,6,2000,1.75,f,f
4,7,2000,1.75,f,f
3,8,2000,1.75,f,f
2,9,2000,1.75,s,s
1,10,2000,1.75,b,b
0,11,2000,1.75,b,b
11,0,2000,2.0,f,f
10,1,2000,2.0,f,f
9,2,2000,2.0,f,f
8,3,2000,2.0,f,f
7,4,2000,2.0,f,f
6,5,2000,2.0,f,f
5,6,2000,2.0,f,f
4,7,2000,2.0,f,f
3,8,2000,2.0,f,f
2,9,2000,2.0,s,f
1,10,2000,2.0,b,s
0,11,2000,2.0,b,b
11,0,2000,2.25,f,f
10,1,2000,2.25,f,f
9,2,2000,2.25,f,f
8,3,2000,2.25,f,f
7,4,2000,2.25,f,f
6,5,2000,2.25,f,f
5,6,2000,2.25,f,f
4,7,2000,2.25,f,f
3,8,2000,2.25,f,f
2,9,2000,2.25,f,f
1,10,2000,2.25,s,s
0,11,2000,2.25,b,b
11,0,2000,2.5,f,f
10,1,2000,2.5,f,f
9,2,2000,2.5,f,f
8,3,2000,2.5,f,f
7,4,2000,2.5,f,f
6,5,2000,2.5,f,f
5,6,2000,2.5,f,f
4,7,2000,2.5,f,f
3,8,2000,2.5,f,f
2,9,2000,2.5,f,f
1,10,2000,2.5,f,f
0,11,2000,2.5,s,s
11,0,2000,2.75,f,f
10,1,2000,2.75,f,f
9,2,2000,2.75,f,f
8,3,2000,2.75,f,f
7,4,2000,2.75,f,f
6,5,2000,2.75,f,f
5,6,2000,2.75,f,f
4,7,2000,2.75,f,f
3,8,2000,2.75,f,f
2,9,2000,2.75,f,f
1,10,2000,2.75,f,f
0,11,2000,2.75,s,s
11,0,2000,3.0,f,f
10,1,2000,3.0,f,f
9,2,2000,3.0,f,f
8,3,2000,3.0,f,f
7,4,2000,3.0,f,f
6,5,2000,3.0,f,f
5,6,2000,3.0,f,f
4,7,2000,3.0,f,f
3,8,2000,3.0,f,f
2,9,2000,3.0,f,f
1,10,2000,3.0,f,f
0,11,2000,3.0,s,s
