WE,WF,impressions,demand_factor,direction_400,direction_800
20,0,2000,0.25,f,f
19,1,2000,0.25,f,f
18,2,2000,0.25,f,f
17,3,2000,0.25,f,f
16,4,2000,0.25,f,f
15,5,2000,0.25,f,f
14,6,2000,0.25,f,f
13,7,2000,0.25,f,f
12,8,2000,0.25,s,s
11,9,2000,0.25,b,b
10,10,2000,0.25,b,b
9,11,2000,0.25,b,b
8,12,2000,0.25,b,b
7,13,2000,0.25,b,b
6,14,2000,0.25,b,b
5,15,2000,0.25,b,b
4,16,2000,0.25,b,b
3,17,2000,0.25,b,b
2,18,2000,0.25,b,b
1,19,2000,0.25,b,b
0,20,2000,0.25,b,b
20,0,2000,0.5,f,f
19,1,2000,0.5,f,f
18,2,2000,0.5,f,f
17,3,2000,0.5,f,f
16,4,2000,0.5,f,f
15,5,2000,0.5,f,f
14,6,2000,0.5,f,f
13,7,2000,0.5,f,f
12,8,2000,0.5,s,s
11,9,2000,0.5,b,b
10,10,2000,0.5,b,b
9,11,2000,0.5,b,b
8,12,2000,0.5,b,b
7,13,2000,0.5,b,b
6,14,2000,0.5,b,b
5,15,2000,0.5,b,b
4,16,2000,0.5,b,b
3,17,2000,0.5,b,b
2,18,2000,0.5,b,b
1,19,2000,0.5,b,b
0,20,2000,0.5,b,b
20,0,2000,0.75,f,f
19,1,2000,0.75,f,f
18,2,2000,0.75,f,f
17,3,2000,0.75,f,f
16,4,2000,0.75,f,f
15,5,2000,0.75,f,f
14,6,2000,0.75,f,f
13,7,2000,0.75,f,f
12,8,2000,0.75,f,f
11,9,2000,0.75,s,s
10,10,2000,0.75,b,b
9,11,2000,0.75,b,b
8,12,2000,0.75,b,b
7,13,2000,0.75,b,b
6,14,2000,0.75,b,b
5,15,2000,0.75,b,b
4,16,2000,0.75,b,b
3,17,2000,0.75,b,b
2,18,2000,0.75,b,b
1,19,2000,0.75,b,b
0,20,2000,0.75,b,b
20,0,2000,1.0,f,f
19,1,2000,1.0,f,f
18,2,2000,1.0,f,f
17,3,2000,1.0,f,f
16,4,2000,1.0,f,f
15,5,2000,1.0,f,f
14,6,2000,1.0,f,f
13,7,2000,1.0,f,f
12,8,2000,1.0,f,f
11,9,2000,1.0,f,f
10,10,2000,1.0,s,s
9,11,2000,1.0,b,b
8,12,2000,1.0,b,b
7,13,2000,1.0,b,b
6,14,2000,1.0,b,b
5,15,2000,1.0,b,b
4,16,2000,1.0,b,b
3,17,2000,1.0,b,b
2,18,2000,1.0,b,b
1,19,2000,1.0,b,b
0,20,2000,1.0,b,b
20,0,2000,1.25,f,f
19,1,2000,1.25,f,f
18,2,2000,1.25,f,f
17,3,2000,1.25,f,f
16,4,2000,1.25,f,f
15,5,2000,1.25,f,f
14,6,2000,1.25,f,f
13,7,2000,1.25,f,f
12,8,2000,1.25,f,f
11,9,2000,1.25,s,s
10,10,2000,1.25,b,b
9,11,2000,1.25,b,b
8,12,2000,1.25,b,b
7,13,2000,1.25,b,b
6,14,2000,1.25,b,b
5,15,2000,1.25,b,b
4,16,2000,1.25,b,b
3,17,2000,1.25,b,b
2,18,2000,1.25,b,b
1,19,2000,1.25,b,b
0,20,2000,1.25,b,b
20,0,2000,1.5,f,f
19,1,2000,1.5,f,f
18,2,2000,1.5,f,f
17,3,2000,1.5,f,f
16,4,2000,1.5,f,f
15,5,2000,1.5,f,f
14,6,2000,1.5,f,f
13,7,2000,1.5,f,f
12,8,2000,1.5,s,s
11,9,2000,1.5,s,s
10,10,2000,1.5,f,f
9,11,2000,1.5,s,s
8,12,2000,1.5,b,b
7,13,2000,1.5,b,b
6,14,2000,1.5,b,b
5,15,2000,1.5,b,b
4,16,2000,1.5,b,b
3,17,2000,1.5,b,b
2,18,2000,1.5,b,b
1,19,2000,1.5,b,b
0,20,2000,1.5,b,b
20,0,2000,1.75,f,f
19,1,2000,1.75,f,f
18,2,2000,1.75,f,f
17,3,2000,1.75,f,f
16,4,2000,1.75,f,f
15,5,2000,1.75,f,f
14,6,2000,1.75,f,f
13,7,2000,1.75,f,f
12,8,2000,1.75,f,f
11,9,2000,1.75,f,f
10,10,2000,1.75,f,f
9,11,2000,1.75,f,f
8,12,2000,1.75,s,s
7,13,2000,1.75,b,b
6,14,2000,1.75,b,b
5,15,2000,1.75,b,b
4,16,2000,1.75,b,b
3,17,2000,1.75,b,b
2,18,2000,1.75,b,b
1,19,2000,1.75,b,b
0,20,2000,1.75,b,b
20,0,2000,2.0,f,f
19,1,2000,2.0,f,f
18,2,2000,2.0,f,f
17,3,2000,2.0,f,f
16,4,2000,2.0,f,f
15,5,2000,2.0,f,f
14,6,2000,2.0,f,f
13,7,2000,2.0,f,f
12,8,2000,2.0,f,f
11,9,2000,2.0,f,f
10,10,2000,2.0,f,f
9,11,2000,2.0,f,f
8,12,2000,2.0,s,s
7,13,2000,2.0,s,s
6,14,2000,2.0,s,s
5,15,2000,2.0,b,b
4,16,2000,2.0,b,b
3,17,2000,2.0,b,b
2,18,2000,2.0,b,b
1,19,2000,2.0,b,b
0,20,2000,2.0,b,b
20,0,2000,2.25,f,f
19,1,2000,2.25,f,f
18,2,2000,2.25,f,f
17,3,2000,2.25,f,f
16,4,2000,2.25,f,f
15,5,2000,2.25,f,f
14,6,2000,2.25,f,f
13,7,2000,2.25,f,f
12,8,2000,2.25,f,f
11,9,2000,2.25,f,f
10,10,2000,2.25,f,f
9,11,2000,2.25,f,f
8,12,2000,2.25,f,f
7,13,2000,2.25,s,s
6,14,2000,2.25,b,b
5,15,2000,2.25,b,b
4,16,2000,2.25,b,b
3,17,2000,2.25,b,b
2,18,2000,2.25,b,b
1,19,2000,2.25,b,b
0,20,2000,2.25,b,b
20,0,2000,2.5,f,f
19,1,2000,2.5,f,f
18,2,2000,2.5,f,f
17,3,2000,2.5,f,f
16,4,2000,2.5,f,f
15,5,2000,2.5,f,f
14,6,2000,2.5,f,f
13,7,2000,2.5,f,f
12,8,2000,2.5,f,f
11,9,2000,2.5,f,f
10,10,2000,2.5,f,f
9,11,2000,2.5,f,f
8,12,2000,2.5,f,f
7,13,2000,2.5,s,s
6,14,2000,2.5,b,b
5,15,2000,2.5,b,b
4,16,2000,2.5,b,b
3,17,2000,2.5,b,b
2,18,2000,2.5,b,b
1,19,2000,2.5,b,b
0,20,2000,2.5,b,b
20,0,2000,2.75,f,f
19,1,2000,2.75,f,f
18,2,2000,2.75,f,f
17,3,2000,2.75,f,f
16,4,2000,2.75,f,f
15,5,2000,2.75,f,f
14,6,2000,2.75,f,f
13,7,2000,2.75,f,f
12,8,2000,2.75,f,f
11,9,2000,2.75,f,f
10,10,2000,2.75,f,f
9,11,2000,2.75,f,f
8,12,2000,2.75,f,f
7,13,2000,2.75,f,f
6,14,2000,2.75,f,f
5,15,2000,2.75,s,s
4,16,2000,2.75,b,b
3,17,2000,2.75,b,b
2,18,2000,2.75,b,b
1,19,2000,2.75,b,b
0,20,2000,2.75,b,b
20,0,2000,3.0,f,f
19,1,2000,3.0,f,f
18,2,2000,3.0,f,f
17,3,2000,3.0,f,f
16,4,2000,3.0,f,f
15,5,2000,3.0,f,f
14,6,2000,3.0,f,f
13,7,2000,3.0,f,f
12,8,2000,3.0,f,f
11,9,2000,3.0,f,f
10,10,2000,3.0,f,f
9,11,2000,3.0,f,f
8,12,2000,3.0,f,f
7,13,2000,3.0,s,s
6,14,2000,3.0,b,b
5,15,2000,3.0,b,b
4,16,2000,3.0,b,b
3,17,2000,3.0,b,b
2,18,2000,3.0,b,b
1,19,2000,3.0,b,b
0,20,2000,3.0,b,b
