number_of_agents,impressions,demand_factor,WE,WF,sink_index
2,2000,0.25,0,2,0
2,2000,0.5,0,2,1
2,2000,0.75,0,2,2
2,2000,1.0,2,0,3
2,2000,1.25,0,2,4
2,2000,1.5,2,0,5
2,2000,1.5,0,2,6
2,2000,1.75,2,0,7
2,2000,1.75,0,2,8
2,2000,2.0,2,0,9
2,2000,2.0,0,2,10
2,2000,2.25,0,2,11
2,2000,2.25,2,0,11
2,2000,2.25,1,1,11
2,2000,2.5,0,2,12
2,2000,2.5,2,0,12
2,2000,2.5,1,1,12
2,2000,2.75,0,2,13
2,2000,2.75,2,0,13
2,2000,2.75,1,1,13
2,2000,3.0,0,2,14
2,2000,3.0,2,0,14
2,2000,3.0,1,1,14
