number_of_agents,impressions,demand_factor,WE,WF,sink_index
5,2000,0.25,2,3,0
5,2000,0.5,2,3,1
5,2000,0.75,1,4,2
5,2000,1.0,0,5,3
5,2000,1.25,0,5,4
5,2000,1.5,0,5,5
5,2000,1.75,0,5,6
5,2000,2.0,0,5,7
5,2000,2.25,0,5,8
5,2000,2.5,0,5,9
5,2000,2.75,0,5,10
5,2000,3.0,3,2,11
5,2000,3.0,0,5,12
