number_of_agents,impressions,demand_factor,WE,WF,sink_index
4,2000,0.25,2,2,0
4,2000,0.5,1,3,1
4,2000,0.75,0,4,2
4,2000,1.0,1,3,3
4,2000,1.25,0,4,4
4,2000,1.5,0,4,5
4,2000,1.75,0,4,6
4,2000,2.0,0,4,7
4,2000,2.25,1,3,8
4,2000,2.5,4,0,9
4,2000,2.5,0,4,10
4,2000,2.75,4,0,11
4,2000,2.75,0,4,12
4,2000,3.0,4,0,13
4,2000,3.0,0,4,14
